Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_ILS,Spend_NZD,Spend_TWD,Spend_AUD
AR356402296097079296,"INTERNATIONAL UNION, UAW",EIN ID 38-0679801,US,US-Federal,277,62700,54600,4595000,106825,405500,1410000,407500,17662500,235300,254700,565500,48050,229750,95400,1935000,87750
AR356538498099970048,KARL GENTLES FOR CONGRESS,FEC ID C00723197,US,US-Federal,7,200,200,17500,425,1600,6000,1500,75000,1000,1050,2250,200,750,400,6000,450
AR356558220589793280,ALYSE FOR ALASKA,FEC ID C00665711,US,US-Federal,45,62500,53150,4601500,103900,402000,1440000,395500,19282500,241300,258675,552000,48150,212500,94000,1800000,87600
AR356641096278736896,"PROJECT YELLOWSTONE, INC",EIN ID 84-3334327,US,US-Federal,6,202600,172350,14938500,337125,1305700,4693000,1283000,62842500,787900,839850,1787250,155950,687250,305000,5808000,285450
AR356808771801972736,ELECT ROZ PETERSON COMMITEE,Registered in Minnesota 17403,US,US-Federal,7,7700,6600,569500,12875,49800,179000,49000,2400000,30100,32025,68250,5950,26250,11600,222000,10800
AR356821347466215424,KIMFORCONGRESS,FEC ID C00701706,US,US-Federal,35,18500,16600,1370500,32425,124700,435000,123500,5737500,73000,79875,174000,14600,63750,28800,549000,27150
AR356884638104289280,Delegación de la Fundación Friedrich Naumann para la Libertad,,"ES, EU, IT",EU-Parliament,14,400,350,31000,675,2600,9000,2500,127500,1600,1725,3750,300,1250,600,12000,600
AR356967719951663104,"HEADS, s.r.o.",,"EU, SK",EU-Parliament,31,6200,5500,429500,10750,40800,141000,41000,1770000,23600,26175,58500,4750,22000,9200,192000,8700
AR356996857009799168,TUBERVILLE FOR SENATE,EIN ID 83-4333687,US,US-Federal,33,15400,13900,1127250,27150,104100,362000,103500,4732500,60700,66675,147750,12200,54000,24400,465000,23100
AR357170442408034304,Golden Rabbit Communications Private Limited,,IN,IN-General,243,15400,13650,1107500,26725,102100,353000,102000,4687500,59800,65625,144000,11800,52750,23600,459000,22500
AR357183361669660672,SHOWTIME NETWORKS INC,EIN ID 13-3174413,US,US-Federal,23,173300,147600,12737750,288725,1111000,3886000,1100000,51667500,656300,714300,1525500,132250,590000,254400,5034000,239850
AR35731241684697088,ANN JOHNSON CAMPAIGN,EIN ID 45-4077371,US,US-Federal,14,81700,70700,5988750,138275,532500,1879000,526500,25237500,316200,342975,740250,63300,280250,124400,2394000,116400
AR357455284639105024,"Skaitmeninės rinkodaros projektai, UAB",,"EU, LT",EU-Parliament,9,400,350,31250,700,2700,10000,2500,127500,1600,1800,3750,350,1500,600,12000,600
AR357580628964671488,YOUGOV AMERICA INC.,EIN ID 980547173,US,US-Federal,28,31800,27100,2343500,53025,204700,736000,202000,9855000,122700,132000,285000,24700,109250,48200,921000,44550
AR35758111000100864,BEN MARCUS FOR STATE REPRESENTATIVE,Registered in Florida 74822,US,US-Federal,1,500,400,36500,825,3100,11000,3000,142500,1800,2025,4500,400,1750,800,15000,750
AR357625640221933568,DEBBIE LESKO FOR CONGRESS,FEC ID C00663914,US,US-Federal,7,6000,5400,439250,10550,40500,141000,40500,1837500,23600,25950,57000,4650,20750,9400,180000,8850
AR357701918841110528,GILLIBRAND FOR SENATE,FEC ID C00413914,US,US-Federal,19,33900,29500,2414500,57675,218800,760000,220000,9532500,126900,137400,304500,26200,124500,50600,1044000,46950
AR358038369399209984,SHIVA 4 SENATE,FEC ID C00638148,US,US-Federal,82,77000,65500,5698250,128075,492700,1738000,487500,23032500,292000,316125,677250,58900,264250,116200,2256000,107550
AR358047509089615872,VICTORIA SPARTZ FOR CONGRESS,FEC ID C00737767,US,US-Federal,9,37300,31800,2747000,62150,240400,861000,236500,11527500,144300,154725,331500,28800,127250,56200,1074000,52350
AR358136294653558784,MICHAEL LAPAGLIA COMMITTEE,Registered in North Carolina,US,US-Federal,17,3100,2800,220750,5525,21000,71000,21000,952500,12100,13500,30000,2400,10500,4800,93000,4650
AR358156841777102848,Szabó István,,"EU, HU",EU-Parliament,241,1200,1100,85750,2150,8200,28000,8000,367500,4800,5250,12000,1000,4250,2000,36000,1800
AR358437973156429824,MICHAEL TUBBS FOR STOCKTON MAYOR,EIN ID 47-4940399,US,US-Federal,16,15200,12950,1123750,25325,98000,353000,96500,4740000,59500,63075,134250,11700,51750,22800,435000,21450
AR358595615636062208,LISA GODZICH FOR HOUSE,EIN ID 82-3020017,US,US-Federal,1,0,0,1750,50,100,1000,0,7500,100,75,0,0,0,0,0,0
AR358655126702915584,LAURA B BUSH,EIN ID 82-4690732,US,US-Federal,3,900,800,67500,1525,5900,21000,6000,285000,3500,3825,8250,700,3250,1400,27000,1350
AR358838057949986816,FRIENDS OF CHRIS PIELLI,EIN ID 46-1844937,US,US-Federal,3,2600,2300,181500,4500,17200,59000,17000,757500,9800,10950,24750,2000,9000,4000,78000,3750
AR358902929136025600,"KOWAL FOR CONGRESS, INC",FEC ID C00744672,US,US-Federal,31,2000,1750,150000,3425,13200,46000,13000,607500,7800,8475,18000,1550,6750,3000,60000,2850
AR358916054556082176,Kresťanská únia,,"EU, SK",EU-Parliament,29,4100,3700,287250,7200,27300,95000,27500,1200000,15800,17550,39750,3200,14750,6200,129000,6000
AR358975634342412288,DOLAN FOR MISSOURI,Registered in Missouri C201165,US,US-Federal,5,2100,1750,152500,3450,13300,48000,13000,645000,8100,8550,18000,1600,7000,3200,60000,2850
AR358979551352586240,CHRIS PAPPAS FOR CONGRESS,FEC ID C00660464,US,US-Federal,31,63900,54450,4702750,106525,411400,1470000,405500,19582500,245900,264375,567000,49400,219250,96200,1854000,89400
AR35908812812582912,JENNIFER BARBOSA FOR CONGRESS,FEC ID C00699926,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR359094381598212096,THE GUARDIAN FUND,FEC ID C00493221,US,US-Federal,3,1200,1050,91000,2050,8000,29000,8000,382500,4800,5100,11250,950,4250,1800,36000,1800
AR359276350772609024,ALLIANCE FOR YOUTH ACTION,EIN ID 46-2914731,US,US-Federal,3,1000,800,73250,1600,6200,21000,6000,292500,3700,3975,8250,750,3250,1400,27000,1350
AR359562086356877312,ENVIRONMENTAL LAW AND POLICY CENTER ACTION FUND,EIN ID 26-4767097,US,US-Federal,4,6700,5700,501750,11125,42800,149000,42500,2002500,25000,27525,58500,5100,22750,10200,198000,9300
AR359595484022571008,HILTON MULTIMEDIA,EIN ID 27-2173317,US,US-Federal,9,900,800,68750,1550,5900,21000,6000,285000,3500,3825,8250,700,3250,1400,27000,1350
AR359654170455703552,"Freie Demokratische Partei (FDP), Landesverband Bayern eingetragener Verein",,"AT, DE, EU",EU-Parliament,16,200,150,13250,325,1200,4000,1000,52500,700,750,1500,150,500,200,6000,300
AR359682482880118784,CHRIS LENGQUIST,Registered in Kansas,US,US-Federal,3,0,0,1250,25,100,0,0,7500,100,75,0,0,0,0,0,0
AR359708939878662144,ANNIE OLIVA FOR SENATE 2020,EIN ID 83-3943476,US,US-Federal,1,1700,1550,120250,3000,11500,38000,11500,517500,6600,7350,16500,1300,5750,2600,51000,2550
AR35971966011703296,JOHN ZODY FOR INDIANA,EIN ID 84-3451514,US,US-Federal,13,1000,850,72000,1700,6600,24000,6500,307500,3900,4200,9000,800,3250,1600,30000,1500
AR359721652981858304,Kumar Förderverein für Kinder e.V. (KFK),,"DE, EU",EU-Parliament,4,100,100,8750,200,700,3000,500,37500,400,450,750,100,500,200,3000,150
AR359844592125739008,FRIENDS OF JOHN H MERRILL FOR U.S. SENATE,EIN ID 84-2081980,US,US-Federal,7,1000,900,70250,1775,6700,23000,7000,300000,3900,4275,9750,800,3500,1600,33000,1500
AR359888847468756992,LISA BLUNT ROCHESTER FOR CONGRESS,FEC ID C00590778,US,US-Federal,1,5400,4750,393750,9275,35200,122000,35500,1522500,20400,22125,48750,4150,20000,8200,165000,7500
AR359960590602469376,GINA ORTIZ JONES FOR CONGRESS,EIN ID 82-2233589,US,US-Federal,106,87900,75250,6448000,147175,568100,2026000,560500,27000000,338900,365475,785250,68050,300750,132600,2556000,123750
AR359983749066129408,CDU Landesverband Rheinland-Pfalz,,"DE, EU",EU-Parliament,36,9600,8150,710000,15975,61700,217000,61000,2910000,36600,39675,84750,7350,32500,14200,279000,13350
AR360017284170776576,PERSPECTIVE WEALTH PLANNING,EIN ID 81-5347767,US,US-Federal,4,300,300,25750,575,2200,8000,2000,105000,1300,1425,3000,250,1250,600,9000,450
AR360074664933851136,GRETCHEN DRISKELL FOR CONGRESS,FEC ID C00572859,US,US-Federal,7,17900,15700,1326250,30675,118100,417000,117000,5497500,70000,75525,164250,13950,62500,27600,528000,25800
AR360142697215819776,CAMERON KOFFMAN FOR ASSEMBLY,Registered in New York A23160,US,US-Federal,19,13200,11850,976000,23200,89300,311000,88500,4065000,52100,57075,126000,10400,45750,20800,396000,19500
AR360160426840817664,JOE MORELLE FOR CONGRESS,FEC ID C00675108,US,US-Federal,57,25500,22400,1905250,43775,168800,597000,167000,7747500,99600,107625,234000,20050,89250,39400,759000,36750
AR360266667151851520,GEORGE PAPADOPOULOS FOR CONGRESS,FEC ID C00724963,US,US-Federal,18,800,700,56250,1400,5300,18000,5500,240000,3000,3375,7500,600,2750,1200,24000,1200
AR360451728702701568,BENJAMIN M CHIPMAN,Registered in Maine 359654,US,US-Federal,4,400,400,33500,750,2900,10000,3000,142500,1800,1875,3750,350,1500,600,12000,600
AR360564909680885760,CHRISTY SMITH FOR ASSEMBLY 2018,EIN ID 82-0759025,US,US-Federal,2,4000,3550,296500,6925,26300,91000,26500,1140000,15200,16500,36750,3100,15000,6200,126000,5700
AR36059239747158016,SARAH THOMAS KOVOOR,EIN ID 84-4265435,US,US-Federal,1,100,50,5500,125,500,2000,500,22500,300,300,750,50,250,200,3000,150
AR360780070362546176,"LEARFIELD NEWS & AG, LLC",EIN ID 47-0911648,US,US-Federal,14,6600,5950,487500,11675,45000,159000,44500,2062500,26600,28725,63750,5250,23250,10600,198000,10050
AR360808382786961408,JUNE S SPEAKMAN,EIN ID 83-2025812,US,US-Federal,3,700,650,52750,1275,4800,17000,5000,202500,2800,3075,6750,550,2750,1000,24000,1050
AR360964994474442752,FAT FROGS PRODUCTIONS BEATA CHODKOWSKA,,"EU, PL",EU-Parliament,96,135600,123200,9706000,240975,915000,3198000,920000,41362500,538600,586200,1320000,109300,475000,215200,4179000,200250
AR360971522824732672,FRANK FLEMING,EIN ID 84-4773885,US,US-Federal,4,200,200,16500,375,1400,5000,1500,67500,900,900,2250,150,750,400,6000,300
AR361032202122690560,Solutionsforweb GmbH,,"DE, EU",EU-Parliament,1,300,300,24000,600,2300,8000,2500,105000,1300,1425,3000,250,1250,600,9000,450
AR361086490509312000,JAMES WALKINSHAW FOR BRADDOCK SUPERVISOR,EIN ID 83-2459461,US,US-Federal,2,6000,5350,417250,10425,39500,137000,40000,1717500,22800,25200,57000,4700,21500,9200,189000,8700
AR361287976015101952,"Cink, s.r.o.",,"EU, SK",EU-Parliament,61,4500,4050,316500,7925,30000,104000,30000,1320000,17400,19275,43500,3500,16250,7000,141000,6450
AR361386176147357696,TURN THE PAGE,EIN ID 83-0892713,US,US-Federal,2,0,0,2000,50,200,1000,0,7500,100,150,0,0,0,0,0,0
AR361416069119737856,DSCC & DONNELLY FOR INDIANA,"FEC ID C00042366, FEC ID C00393652",US,US-Federal,42,209200,181800,15317500,355625,1350500,4689000,1356500,58822500,782500,847800,1884000,160750,764750,318200,6450000,292650
AR361973315356590080,MICHIGAN EDUCATION ASSOCIATION,EIN ID 38-0827000,US,US-Federal,6,9100,7950,685500,15525,59600,211000,59000,2782500,35300,38400,82500,7150,31250,13800,270000,13050
AR362001971378388992,VOTE LIBERATION,EIN ID 84-4036495,US,US-Federal,3,13600,12200,1002250,23825,91900,318000,91000,4140000,53200,58800,131250,10800,49000,22000,411000,21450
AR362269977337659392,MIROSLAV ŠKORO,,"EU, HR",EU-Parliament,26,4700,4250,337000,8350,31800,109000,32000,1410000,18300,20400,45000,3600,16500,7200,144000,6900
AR362479296863797248,TESSIO LABS,EIN ID 83-1058162,US,US-Federal,8,13200,11550,963250,22575,85800,298000,86000,3735000,49800,53850,120000,10200,48500,20000,405000,18450
AR362715623144292352,CRAYONS.ADVERTISING Private Limited,,IN,IN-General,205,50600,41850,3694000,81900,316800,1085000,311500,14970000,188600,204075,423000,36900,165250,70400,1419000,65850
AR362903983230025728,Dansk Folkeparti Hørsholm,,"DK, EU",EU-Parliament,20,700,600,47000,1175,4500,16000,4500,195000,2600,2850,6750,550,2500,1000,21000,900
AR363000671533793280,COMMITTEE TO ELECT HAL SLAGER,EIN ID 45-3856496,US,US-Federal,4,400,350,32000,725,2800,10000,3000,135000,1700,1800,3750,350,1500,600,12000,600
AR363024311033790464,DIXON FOR ASSEMBLY 2020,Registered in California 1418525,US,US-Federal,3,14900,12650,1092750,24775,95600,342000,94000,4575000,57000,61650,132750,11550,51000,22400,432000,20700
AR36325596438986752,ONEVIRGINIA2021 FOUNDATION,EIN ID 46-4733304,US,US-Federal,3,2100,1750,157000,3425,13200,46000,13000,622500,7800,8550,18000,1600,7000,3000,60000,2850
AR363284001936375808,COMMITTEE TO ELECT MEG LOUGHRAN CAPPEL,EIN ID 84-3593273,US,US-Federal,44,800,750,62000,1475,5700,20000,5500,255000,3300,3675,8250,650,3000,1400,24000,1350
AR363452364654379008,WOMEN-VOTE,EIN ID 83-1987246,US,US-Federal,2,66200,57650,4865000,112725,427900,1490000,430000,18622500,247700,269025,596250,50750,242250,100800,2049000,93150
AR363477034946527232,FAITH IN MINNESOTA,EIN ID 82-2271968,US,US-Federal,2,6500,5500,477250,10750,41600,150000,41000,2010000,25200,26775,57000,5000,22000,9800,186000,9150
AR363762426933411840,VAN TAYLOR CAMPAIGN,FEC ID C00653634,US,US-Federal,33,94700,81850,6921250,160125,609400,2122000,610500,26925000,354800,383625,851250,72650,341500,144200,2892000,132600
AR363807163312766976,BRAND (JEFF) FOR HOUSE,Registered in Minnesota 18242,US,US-Federal,32,7600,6450,559750,12650,49000,176000,48000,2355000,29400,31575,67500,5850,26000,11400,219000,10650
AR363846951889797120,JAKE ELLZEY CAMPAIGN,EIN ID 84-4693654,US,US-Federal,12,2500,2250,182750,4425,16900,58000,17000,765000,9800,10875,24000,1950,8750,4000,75000,3900
AR36409434200604672,BARBARA BRY FOR SAN DIEGO MAYOR 2020,Registered in California 1414774,US,US-Federal,12,19800,16900,1462500,33025,127800,457000,125500,6135000,76700,82200,175500,15250,67500,29800,570000,27750
AR364406122271997952,CITIZENS FOR BRIDGET WALSH MOORE,Registered in Missouri C191080,US,US-Federal,30,3600,3050,263750,5950,23000,83000,22500,1110000,13900,14775,31500,2750,12000,5400,102000,5100
AR364457318282166272,"MANHATTAN INSTITUTE FOR POLICY RESEARCH, INC.",EIN ID 13-2912529,US,US-Federal,241,26800,23850,1911250,46625,177300,614000,178000,7867500,102800,113100,251250,20900,95250,40800,822000,38550
AR364664782382432256,"MARSY'S LAW FOR KENTUCKY, LLC",EIN ID 47-5659817,US,US-Federal,40,109100,93200,8027750,182225,705100,2529000,693500,33787500,423500,453750,971250,84250,371750,165000,3144000,154050
AR364702646814113792,YVETTE4CONGRESS,FEC ID C00655571,US,US-Federal,8,20400,18150,1540250,35525,137400,485000,135500,6285000,80700,87825,191250,16250,70500,31800,606000,29700
AR364765662574280704,FAIRVOTE MINNESOTA,EIN ID 01-0911420,US,US-Federal,15,9200,7800,673250,15225,59000,212000,58000,2827500,35400,37950,81000,7050,31000,13800,264000,12900
AR36520897191870464,OREGONIANS FOR BALLOT ACCESS,EIN ID 85-0727801,US,US-Federal,54,31000,28500,2347500,55800,215900,783000,212500,10057500,130000,138000,303000,25300,109250,51400,927000,47850
AR365228625689051136,IMPRESSADS MARKETING SOLUTIONS PRIVATE LIMITED,,IN,IN-General,76,6200,5450,427750,10700,40600,140000,41000,1747500,23400,26025,57000,4750,22000,9200,189000,8550
AR36549209616285696,Guillermina Gonzalez for Delaware,EIN ID 82-3994959,US,US-Federal,10,200,150,13500,325,1200,4000,1000,52500,700,750,1500,150,750,200,6000,300
AR365511337616343040,FARNEN FOR FAIRFIELD,EIN ID 84-3739253,US,US-Federal,15,1800,1600,126750,3125,11900,41000,12000,525000,6800,7650,16500,1350,6250,2600,54000,2550
AR365627198654119936,LAUREN BAER FOR CONGRESS,FEC ID C00652594,US,US-Federal,14,4900,4300,351250,8425,32000,111000,32000,1395000,18500,20175,45000,3800,18000,7400,153000,6900
AR365806487768924160,DAVE NICPONSKI,,US,US-Federal,2,0,50,2750,75,200,1000,0,7500,100,150,0,50,250,0,0,0
AR365858852010196992,"NO ON PROP 21 - CALIFORNIANS TO PROTECT AFFORDABLE HOUSING - A COALITION OF HOUSING ADVOCATES, RENTERS, BUSINESSES, TAXPAYERS, AND VETERANS",Registered in California 1426377,US,US-Federal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR365899533940424704,REPUBLICAN PARTY OF ST. CROIX COUNTY,EIN ID 84-3706369,US,US-Federal,1,1300,1150,99250,2250,8700,31000,8500,420000,5200,5550,12000,1050,4500,2000,39000,1950
AR365901389366296576,CALIFORNIANS FOR STRONG SCHOOLS AND HEALTHY COMMUNITIES,EIN ID 84-4473232,US,US-Federal,1,4800,4400,347750,8650,33000,111000,33000,1492500,19000,21225,46500,3750,16750,7600,147000,7350
AR365919668747108352,CITIZENS FOR TURNER,FEC ID C00373001,US,US-Federal,8,13300,11500,971500,22475,85400,296000,86000,3720000,49400,53625,119250,10150,48250,20200,408000,18600
AR365976224876462080,COMMITTEE TO ELECT ERIN PARE,Registered in North Carolina,US,US-Federal,2,3800,3200,278750,6275,24300,87000,24000,1177500,14800,15600,33000,2900,12750,5600,108000,5250
AR366126926688944128,Harshnath Human Services Private ltd.,,IN,IN-General,3,100,100,6250,150,600,2000,500,22500,300,375,750,50,250,200,3000,150
AR366128369797955584,DALY FOR ASSEMBLY DISTRICT 31,EIN ID 27-1201260,US,US-Federal,2,800,650,56000,1250,4900,17000,5000,232500,2900,3150,6750,600,2500,1200,21000,1050
AR366181352514519040,MIKE BOST FOR CONGRESS COMMITTEE,FEC ID C00546499,US,US-Federal,87,47000,40850,3412500,79875,303400,1052000,304500,13215000,175800,190200,424500,36200,171500,71400,1449000,65550
AR366239214313930752,HILLCREST FILMS,EIN ID 84-3683028,US,US-Federal,1,100,100,7000,175,600,2000,500,30000,400,450,750,50,250,200,3000,150
AR366644246909812736,FRIENDS OF BEN MCADAMS,FEC ID C00658633,US,US-Federal,12,15400,13500,1132750,26350,101300,356000,100500,4665000,59600,64800,141000,11950,53500,23600,456000,22050
AR366800514999910400,Демократична България Стара Загора,,"BG, EU",EU-Parliament,3,100,50,3750,100,300,1000,500,15000,200,225,750,50,250,0,3000,150
AR366955408700473344,SUSAN WILD FOR CONGRESS,FEC ID C00658567,US,US-Federal,70,66700,57050,4890250,111625,429400,1520000,425000,20025000,254100,274275,594750,51450,231500,100800,1968000,93300
AR366995265996980224,Ingrida Šimonytė,,"EU, LT",EU-Parliament,23,2000,1800,139250,3500,13200,46000,13500,577500,7700,8475,19500,1550,7250,3000,63000,2850
AR3669963655086080,Inga Westermann,,"DE, EU",EU-Parliament,1,400,350,29250,650,2500,9000,2500,120000,1500,1575,3750,300,1250,600,12000,600
AR367008666294943744,NATALIE TENNANT 2020,EIN ID 83-3058249,US,US-Federal,258,5600,4800,414500,9375,36300,130000,35500,1740000,21800,23325,49500,4350,19000,8400,162000,7950
AR367015675681570816,FRIENDS OF DAVID PERDUE,FEC ID C00705871,US,US-Federal,36,783400,642050,57408500,1256075,4846600,16852000,4777000,231915000,2910800,3123675,6479250,577800,2530250,1097000,22065000,1025250
AR367017737265872896,MARINDA KIMMEL FOR HOUSE,Registered in Minnesota 18153,US,US-Federal,14,4100,3500,299500,6825,26300,94000,26000,1230000,15700,16800,36000,3150,14000,6200,120000,5700
AR367118617457721344,MONTANA WILDERNESS ASSOCIATION INC,EIN ID 51-0198932,US,US-Federal,3,1100,900,79250,1775,6800,24000,6500,322500,4000,4350,9000,800,3750,1600,30000,1500
AR36712349654056960,FAITH IN PUBLIC LIFE ACTION FUND,EIN ID 26-3827419,US,US-Federal,2,43200,36750,3180750,71900,278500,1001000,273500,13350000,167200,179175,381750,33300,146750,65200,1242000,60750
AR367155313658298368,DUTY AND HONOR,FEC ID C90017708,US,US-Federal,29,223400,188600,16614250,368850,1419700,4930000,1404000,66277500,829500,912600,1946250,169550,757500,338600,6573000,309150
AR367164041031843840,ABBIE HODGSON FOR CONGRESS,FEC ID C00711598,US,US-Federal,6,2300,2050,166000,4025,15300,53000,15500,675000,8900,9675,21750,1800,8250,3600,72000,3300
AR367440430767276032,SIRAJ H AIBANI,,IN,IN-General,5,100,100,8750,225,800,3000,1000,37500,500,525,1500,100,500,200,3000,150
AR367583573437317120,DENNIS HORLANDER FOR STATE REPRESENTATIVE,EIN ID 84-4332000,US,US-Federal,6,100,100,7750,175,700,2000,500,30000,400,450,750,100,250,200,3000,150
AR367898583518674944,MEDIA RESEARCH CENTER,EIN ID 54-1429009,US,US-Federal,1,400,350,26500,650,2500,9000,2500,112500,1400,1575,3750,300,1250,600,12000,600
AR367917962411114496,MN DFL STATE CENTRAL COMMITTEE,Registered in Minnesota 20003,US,US-Federal,15,4100,3550,307000,6925,26800,96000,26500,1297500,16300,17250,36750,3200,14000,6200,117000,5850
AR36808007165673472,SOREB VISION,,"EU, RO",EU-Parliament,26,500,450,40250,925,3500,13000,3500,172500,2100,2250,5250,450,2000,800,15000,750
AR368090791895105536,KATHALEEN WALL FOR CONGRESS,FEC ID C00716845,US,US-Federal,111,18400,16550,1333000,32350,123600,424000,123500,5632500,71700,79425,174000,14250,63250,28400,552000,27000
AR368193939829686272,EDUARDO BRODSKY CAMPAIGN,EIN ID 81-1547993,US,US-Federal,1,200,150,13000,300,1100,4000,1000,52500,700,750,1500,150,500,200,6000,300
